S,2400,3725,20,0,0,0.95,-0.27
A,500,1800,32,0,0,0.86,0.5
B,3181,665,24,0,0,0.1,-0.995
C,3600,3150,24,0,0,0.57,-0.82
D,1011,2800,33,0,0,0.61,0.8
E,3602,3399,22,0,0,0.92,-0.38
F,1350,1210,21,0,0,0,1
